,Resident_Provider,Polygamous,Kids_Under_15_In_Settlement,Children_Under_15_outside_settlement,Spouses_on_settlement,Spouses_Outside_HH,recipient_of_wfp,recipient_of_hsnp,OPCT_received,PWSDCT_received,Relationship_MainProvider,Gender,Age,School_meal_receive,Work_last_7days,Main_provider_occupation,Toilet,Drinking_water,Donkeys_owned,Camels_owned,Zebu_cattle_owned,Shoats_owned,Nets_owned,Hooks_owned,Boats_rafts_owned
6,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,68,False,Doing nothing,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,2,0,0,0
7,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,61,False,Doing nothing,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
8,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,57,False,Doing nothing,Street vendors and related,Bush-None,Public tap,0,0,0,0,0,0,0
10,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,33,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,0,0,15,0,0,0
11,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,35,False,Worked for pay,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Public tap,0,0,0,0,0,0,0
12,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Homemaker,Main provider occupation not defined,Covered pit latrine,Public tap,0,0,0,0,0,0,0
16,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,49,False,Other,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Tube well/borehole with pump,0,0,0,9,0,0,0
17,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,32,False,Doing nothing,Main provider occupation not defined,Bush-None,Public tap,0,0,0,0,0,0,0
19,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,37,False,Other,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Public tap,0,0,0,6,0,0,0
20,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,77,False,Doing nothing,Main provider occupation not defined,Bush-None,Public tap,0,0,0,13,0,0,0
24,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,55,False,Doing nothing,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
25,3.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Other,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Unprotected dug well/springs,0,0,0,2,0,0,0
26,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,74,False,Other,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,17,0,0,0
27,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,23,False,Other,Main provider occupation not defined,Other,Public tap,0,0,0,10,0,0,0
28,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,26,False,Doing nothing,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,2,0,0,7,0,0,0
31,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,28,False,Doing nothing,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
32,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Spouse,Female,59,False,Other,Main provider occupation not defined,VIP latrine,Tube well/borehole with pump,0,0,0,4,0,0,0
35,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,22,False,Other,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
37,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,62,False,Other,Main provider occupation not defined,Other,Public tap,0,0,1,0,0,0,0
38,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,68,False,Doing nothing,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Public tap,0,0,0,10,0,0,0
39,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,24,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
40,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,30,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,2,0,4,18,0,0,0
41,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,23,False,Doing nothing,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
43,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,33,False,Other,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,10,0,0,0
44,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,26,False,Other,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
45,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,27,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Other,Unprotected dug well/springs,0,0,6,10,0,0,0
48,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,48,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,0,0,6,0,0,0
49,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,26,False,Other,"Casual unskilled labour, caretakers, messengers, watchman, housekeepers & domestic workers",Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
50,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,78,False,Doing nothing,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,4,0,0,0
52,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,55,False,Other,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Tube well/borehole with pump,0,0,0,8,0,0,0
53,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,28,False,Doing nothing,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
54,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,77,False,Doing nothing,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,18,0,0,0
58,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,38,False,Doing nothing,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
61,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,43,False,Other,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Public tap,0,0,0,7,0,0,0
63,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,42,False,Doing nothing,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
65,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,28,False,Doing nothing,"Casual unskilled labour, caretakers, messengers, watchman, housekeepers & domestic workers",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
66,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,33,False,Other,"Casual unskilled labour, caretakers, messengers, watchman, housekeepers & domestic workers",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
67,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,80,False,Doing nothing,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
69,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,35,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,6,0,0,0
70,3.0,1.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,36,False,Other,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Tube well/borehole with pump,0,0,0,15,0,0,0
73,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,65,False,Doing nothing,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,5,0,0,0
74,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,22,False,Doing nothing,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
78,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,31,False,Doing nothing,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
79,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,27,False,Doing nothing,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Unprotected dug well/springs,0,0,0,2,0,0,0
81,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,23,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,3,0,0,0
82,3.0,1.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,44,False,Other,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
83,3.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,26,False,Doing nothing,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Tube well/borehole with pump,0,0,0,2,0,0,0
85,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,22,False,Doing nothing,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
86,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,72,False,Other,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
92,1.0,1.0,0.0,4.0,0.0,2.0,False,1,False,False,Main Provider,Female,30,False,Other,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
94,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,67,False,Doing nothing,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,3,0,0,0
95,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,24,False,Doing nothing,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Unprotected dug well/springs,0,0,0,5,0,0,0
96,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,23,False,Doing nothing,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
98,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,23,False,Other,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Unprotected dug well/springs,0,0,0,3,0,0,0
101,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,51,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,2,0,0,13,0,0,0
102,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,48,False,Other,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,15,0,0,0
104,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,42,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,1,0,10,0,0,0
106,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,42,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,10,0,0,0
107,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,26,False,Other,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Tube well/borehole with pump,1,0,0,15,0,0,0
109,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,28,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Public tap,0,0,0,0,0,0,0
111,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,47,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,10,0,0,0
113,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,48,False,Other,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Unprotected dug well/springs,0,0,0,9,0,0,0
114,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Other,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,23,0,0,0
121,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Spouse,Female,44,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,0,0,14,0,0,0
122,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,30,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,0,0,10,0,0,0
125,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,35,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,0,0,15,0,0,0
126,4.0,0.0,0.0,0.0,0.0,0.0,False,0,True,False,Main Provider,Male,25,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Public tap,0,0,0,12,0,0,0
129,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,55,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,25,0,0,0
130,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Male,35,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,20,0,0,0
133,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,71,False,Doing nothing,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,4,0,20,0,0,0
135,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Male,41,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,20,0,0,0
139,1.0,1.0,0.0,3.0,0.0,1.0,False,1,False,False,Main Provider,Male,71,False,Doing nothing,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,20,0,0,0
142,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,47,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,2,0,30,0,0,0
143,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,45,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,20,0,0,0
146,3.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,38,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,10,0,0,0
147,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,56,False,Homemaker,Main provider occupation not defined,Bush-None,Public tap,0,0,2,8,0,0,0
151,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,52,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,2,0,21,0,0,0
153,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,48,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,2,0,20,0,0,0
154,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,54,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,3,4,0,20,0,0,0
155,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,28,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,15,0,0,0
156,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Male,76,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,15,0,0,0
157,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,76,False,Doing nothing,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,1,0,0,8,0,0,0
159,3.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,29,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,0,0,0,20,0,0,0
166,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,50,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,1,0,30,0,0,0
167,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,70,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,1,0,20,0,0,0
172,3.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,38,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,0,0,30,0,0,0
175,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,36,False,Homemaker,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Public tap,0,0,0,10,0,0,0
176,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,24,False,Homemaker,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Public tap,0,0,0,0,0,0,0
177,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,38,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,0,0,29,0,0,0
